Date,y_Open,y_High,y_Low,y_Close,y_Vix,y_Dow,y_Tech,Close,Volume
15-12-2017,2665.870117,2668.090088,2652.01001,2652.01001,10.49,24508.66016,6389.910156,2675.810059,5723920000
18-12-2017,2660.629883,2679.629883,2659.139893,2675.810059,9.42,24651.74023,6466.319824,2690.159912,3724660000
19-12-2017,2685.919922,2694.969971,2685.919922,2690.159912,9.53,24792.19922,6513.27002,2681.469971,3368590000
20-12-2017,2692.709961,2694.439941,2680.73999,2681.469971,10.03,24754.75,6480.669922,2679.25,3241030000
21-12-2017,2688.179932,2691.01001,2676.110107,2679.25,9.72,24726.65039,6472.47998,2684.570068,3273390000
22-12-2017,2683.02002,2692.639893,2682.399902,2684.570068,9.62,24782.28906,6472.689941,2683.340088,2399830000
26-12-2017,2684.219971,2685.350098,2678.129883,2683.340088,9.9,24754.06055,6465.169922,2680.5,1968780000
27-12-2017,2679.090088,2682.73999,2677.959961,2680.5,10.25,24746.21094,6433.160156,2682.620117,2202080000
28-12-2017,2682.100098,2685.639893,2678.909912,2682.620117,10.47,24774.30078,6435.149902,2687.540039,2153330000
29-12-2017,2686.100098,2687.659912,2682.689941,2687.540039,10.18,24837.50977,6441.419922,2673.610107,2443490000
02-01-2018,2689.149902,2692.120117,2673.610107,2673.610107,11.04,24719.2207,6396.419922,2695.810059,3367250000
03-01-2018,2683.72998,2695.889893,2682.360107,2695.810059,9.77,24824.00977,6511.339844,2713.060059,3538660000
04-01-2018,2697.850098,2714.370117,2697.77002,2713.060059,9.15,24922.67969,6575.799805,2723.98999,3695260000
05-01-2018,2719.310059,2729.290039,2719.070068,2723.98999,9.22,25075.13086,6584.580078,2743.149902,3236620000
08-01-2018,2731.330078,2743.449951,2727.919922,2743.149902,9.22,25295.86914,6653.290039,2747.709961,3242650000
09-01-2018,2742.669922,2748.51001,2737.600098,2747.709961,9.52,25283,6676.629883,2751.290039,3453480000
10-01-2018,2751.149902,2759.139893,2747.860107,2751.290039,10.08,25385.80078,6677.939941,2748.22998,3576350000
11-01-2018,2745.550049,2750.800049,2736.060059,2748.22998,9.82,25369.13086,6662.660156,2767.560059,3641320000
12-01-2018,2752.969971,2767.560059,2752.780029,2767.560059,9.88,25574.73047,6708.490234,2786.23999,3573970000
16-01-2018,2770.179932,2787.850098,2769.639893,2786.23999,10.16,25803.18945,6758.540039,2776.419922,4325970000
17-01-2018,2798.959961,2807.540039,2768.639893,2776.419922,11.66,25792.85938,6737.140137,2802.560059,3778050000
18-01-2018,2784.98999,2807.040039,2778.379883,2802.560059,11.91,26115.65039,6810.279785,2798.030029,3681470000
19-01-2018,2802.399902,2805.830078,2792.560059,2798.030029,12.22,26017.81055,6811.379883,2810.300049,3639430000
22-01-2018,2802.600098,2810.330078,2798.080078,2810.300049,11.27,26071.7207,6834.330078,2832.969971,3471780000
23-01-2018,2809.159912,2833.030029,2808.120117,2832.969971,11.03,26214.59961,6906.279785,2839.129883,3519650000
24-01-2018,2835.050049,2842.23999,2830.590088,2839.129883,11.1,26210.81055,6963.459961,2837.540039,4014070000
25-01-2018,2845.419922,2852.969971,2824.810059,2837.540039,11.47,26252.11914,6919.350098,2839.25,3835150000
26-01-2018,2846.23999,2848.560059,2830.939941,2839.25,11.58,26392.78906,6916.299805,2872.870117,3443230000
29-01-2018,2847.47998,2872.870117,2846.179932,2872.870117,11.08,26616.71094,7022.970215,2853.530029,3573830000
30-01-2018,2867.22998,2870.620117,2851.47998,2853.530029,13.84,26439.48047,6988.319824,2822.429932,3990650000
31-01-2018,2832.73999,2837.75,2818.27002,2822.429932,14.79,26076.89063,6930.72998,2823.810059,4261280000
01-02-2018,2832.409912,2839.26001,2813.040039,2823.810059,13.54,26149.39063,6949.990234,2821.97998,3938450000
02-02-2018,2816.449951,2835.959961,2812.699951,2821.97998,13.47,26186.71094,6901.5,2762.129883,4301130000
05-02-2018,2808.919922,2808.919922,2759.969971,2762.129883,17.309999,25520.96094,6760.290039,2648.939941,5283460000
06-02-2018,2741.060059,2763.389893,2638.169922,2648.939941,37.32,24345.75,6495.919922,2695.139893,5891660000
07-02-2018,2614.780029,2701.040039,2593.070068,2695.139893,29.98,24912.76953,6665.97998,2681.659912,4626570000
08-02-2018,2690.949951,2727.669922,2681.330078,2681.659912,27.73,24893.34961,6582.02002,2581,5305440000
09-02-2018,2685.01001,2685.27002,2580.560059,2581,33.459999,23860.46094,6306.100098,2619.550049,5680070000
12-02-2018,2601.780029,2638.669922,2532.689941,2619.550049,29.059999,24190.90039,6412.680176,2656,4055790000
13-02-2018,2636.75,2672.610107,2622.449951,2656,25.610001,24601.26953,6523.850098,2662.939941,3472870000
14-02-2018,2646.27002,2668.840088,2637.080078,2662.939941,24.969999,24640.44922,6553.859863,2698.629883,4003740000
15-02-2018,2651.209961,2702.100098,2648.870117,2698.629883,19.26,24893.49023,6675.029785,2731.199951,3684910000
16-02-2018,2713.459961,2731.51001,2689.820068,2731.199951,19.129999,25200.36914,6794.919922,2732.219971,3637460000
20-02-2018,2727.139893,2754.419922,2725.110107,2732.219971,19.459999,25219.38086,6770.660156,2716.26001,3627610000
21-02-2018,2722.98999,2737.600098,2706.76001,2716.26001,20.6,24964.75,6779.689941,2701.330078,3779400000
22-02-2018,2720.530029,2747.75,2701.290039,2701.330078,20.02,24797.7793,6759.259766,2703.959961,3701270000
23-02-2018,2710.419922,2731.26001,2697.77002,2703.959961,18.719999,24962.48047,6761.850098,2747.300049,3189190000
26-02-2018,2715.800049,2747.76001,2713.73999,2747.300049,16.49,25309.99023,6896.600098,2779.600098,3424650000
27-02-2018,2757.370117,2780.639893,2753.780029,2779.600098,15.8,25709.26953,6989.100098,2744.280029,3745080000
28-02-2018,2780.449951,2789.149902,2744.219971,2744.280029,18.59,25410.0293,6900.350098,2713.830078,4230660000
01-03-2018,2753.780029,2761.52002,2713.540039,2713.830078,19.85,25029.19922,6854.419922,2677.669922,4503970000
02-03-2018,2715.219971,2730.889893,2659.649902,2677.669922,22.469999,24608.98047,6750.540039,2691.25,3882450000
05-03-2018,2658.889893,2696.25,2647.320068,2691.25,19.59,24538.06055,6811.040039,2720.939941,3710810000
06-03-2018,2681.060059,2728.090088,2675.75,2720.939941,18.73,24874.75977,6881.279785,2728.120117,3370690000
07-03-2018,2730.179932,2732.080078,2711.26001,2728.120117,18.360001,24884.11914,6913.02002,2726.800049,3393270000
08-03-2018,2710.179932,2730.600098,2701.73999,2726.800049,17.76,24801.35938,6929.390137,2738.969971,3212320000
09-03-2018,2732.75,2740.449951,2722.649902,2738.969971,16.540001,24895.21094,6966.430176,2786.570068,3364100000
12-03-2018,2752.909912,2786.570068,2751.540039,2786.570068,14.64,25335.74023,7101.180176,2783.02002,3185020000
13-03-2018,2790.540039,2796.97998,2779.26001,2783.02002,15.78,25178.60938,7131.120117,2765.310059,3301650000
14-03-2018,2792.310059,2801.899902,2758.679932,2765.310059,16.35,25007.0293,7046.509766,2749.47998,3391360000
15-03-2018,2774.060059,2777.110107,2744.379883,2749.47998,17.23,24758.11914,7040.97998,2747.330078,3500330000
16-03-2018,2754.27002,2763.030029,2741.469971,2747.330078,16.59,24873.66016,7030.970215,2752.01001,5372340000
19-03-2018,2750.570068,2761.850098,2749.969971,2752.01001,15.8,24946.50977,7019.950195,2712.919922,3302130000
20-03-2018,2741.379883,2741.379883,2694.590088,2712.919922,19.02,24610.91016,6864.879883,2716.939941,3261030000
21-03-2018,2715.050049,2724.219971,2710.050049,2716.939941,18.200001,24727.26953,6885.919922,2711.929932,3415510000
22-03-2018,2714.98999,2739.139893,2709.790039,2711.929932,17.860001,24682.31055,6853.450195,2643.689941,3739800000
23-03-2018,2691.360107,2695.679932,2641.590088,2643.689941,23.34,23957.89063,6682.259766,2588.26001,3815080000
26-03-2018,2646.709961,2657.669922,2585.889893,2588.26001,24.870001,23533.19922,6508.089844,2658.550049,3511100000
27-03-2018,2619.350098,2661.360107,2601.810059,2658.550049,21.030001,24202.59961,6753.830078,2612.620117,3706350000
28-03-2018,2667.570068,2674.780029,2596.120117,2612.620117,22.5,23857.71094,6529.839844,2605,3864500000
29-03-2018,2611.300049,2632.649902,2593.060059,2605,22.870001,23848.41992,6460.810059,2640.870117,3565990000
02-04-2018,2614.409912,2659.070068,2609.719971,2640.870117,19.969999,24103.10938,6581.129883,2581.879883,3598520000
03-04-2018,2633.449951,2638.300049,2553.800049,2581.879883,23.620001,23644.18945,6390.839844,2614.449951,3392810000
04-04-2018,2592.169922,2619.139893,2575.48999,2614.449951,21.1,24033.35938,6458.830078,2644.689941,3350340000
05-04-2018,2584.040039,2649.860107,2573.610107,2644.689941,20.059999,24264.30078,6560.060059,2662.840088,3178970000
06-04-2018,2657.360107,2672.080078,2649.580078,2662.840088,18.940001,24505.2207,6594.839844,2604.469971,3299700000
09-04-2018,2645.820068,2656.879883,2586.27002,2604.469971,21.49,23932.75977,6433.209961,2613.159912,3062960000
10-04-2018,2617.179932,2653.550049,2610.790039,2613.159912,21.77,23979.09961,6472.339844,2656.870117,3543930000
11-04-2018,2638.409912,2665.449951,2635.780029,2656.870117,20.469999,24408,6615.870117,2642.189941,3020760000
12-04-2018,2643.889893,2661.429932,2639.25,2642.189941,20.24,24189.44922,6583.439941,2663.98999,3021320000
13-04-2018,2653.830078,2674.719971,2653.830078,2663.98999,18.49,24483.05078,6656.259766,2656.300049,2960910000
16-04-2018,2676.899902,2680.26001,2645.050049,2656.300049,17.41,24360.14063,6628.339844,2677.840088,3019700000
17-04-2018,2670.100098,2686.48999,2665.159912,2677.840088,16.559999,24573.03906,6675.180176,2706.389893,3234360000
18-04-2018,2692.73999,2713.340088,2692.050049,2706.389893,15.25,24786.63086,6816.370117,2708.639893,3383410000
19-04-2018,2710.110107,2717.48999,2703.629883,2708.639893,15.6,24748.07031,6833.209961,2693.129883,3349370000
20-04-2018,2701.159912,2702.840088,2681.899902,2693.129883,15.96,24664.89063,6774.890137,2670.139893,3388590000
23-04-2018,2692.560059,2693.939941,2660.610107,2670.139893,16.879999,24462.93945,6667.75,2670.290039,3017480000
24-04-2018,2675.399902,2682.860107,2657.98999,2670.290039,16.34,24448.68945,6648.799805,2634.560059,3706740000
25-04-2018,2680.800049,2683.550049,2617.320068,2634.560059,18.02,24024.13086,6509.049805,2639.399902,3499440000
26-04-2018,2634.919922,2645.300049,2612.669922,2639.399902,17.84,24083.83008,6513.939941,2666.939941,3665720000
27-04-2018,2651.649902,2676.47998,2647.159912,2666.939941,16.24,24322.33984,6649.649902,2669.909912,3219030000
30-04-2018,2675.469971,2677.350098,2659.01001,2669.909912,15.41,24311.18945,6656.350098,2648.050049,3734530000
01-05-2018,2682.51001,2682.870117,2648.040039,2648.050049,15.93,24163.15039,6605.569824,2654.800049,3559850000
02-05-2018,2642.959961,2655.27002,2625.409912,2654.800049,15.49,24099.05078,6681.959961,2635.669922,4010770000
03-05-2018,2654.23999,2660.870117,2631.699951,2635.669922,15.97,23924.98047,6644.47998,2629.72998,3851470000
04-05-2018,2628.080078,2637.139893,2594.620117,2629.72998,15.9,23930.15039,6643.47998,2663.419922,3327220000
07-05-2018,2621.449951,2670.929932,2615.320068,2663.419922,14.77,24262.50977,6769.120117,2672.629883,3237960000
08-05-2018,2680.340088,2683.350098,2664.699951,2672.629883,14.75,24357.32031,6821.870117,2671.919922,3717570000
09-05-2018,2670.26001,2676.340088,2655.199951,2671.919922,14.71,24360.21094,6815.47998,2697.790039,3909500000
10-05-2018,2678.120117,2701.27002,2674.139893,2697.790039,13.42,24542.53906,6893.209961,2723.070068,3333050000
11-05-2018,2705.02002,2726.110107,2704.540039,2723.070068,13.23,24739.5293,6963.549805,2727.719971,2862700000
14-05-2018,2722.699951,2732.860107,2717.449951,2727.719971,12.65,24831.16992,6952.560059,2730.129883,2972660000
15-05-2018,2738.469971,2742.100098,2725.469971,2730.129883,12.93,24899.41016,6964.370117,2711.449951,3290680000
16-05-2018,2718.590088,2718.590088,2701.909912,2711.449951,14.63,24706.41016,6888.540039,2722.459961,3202670000
17-05-2018,2712.620117,2727.76001,2712.169922,2722.459961,13.42,24768.92969,6929.970215,2720.129883,3475400000
18-05-2018,2719.709961,2731.959961,2711.360107,2720.129883,13.43,24713.98047,6901.629883,2712.969971,3368690000
21-05-2018,2717.350098,2719.5,2709.179932,2712.969971,13.42,24715.08984,6866.25,2733.01001,3019890000
22-05-2018,2735.389893,2739.189941,2725.699951,2733.01001,13.08,25013.28906,6905.529785,2724.439941,3366310000
23-05-2018,2738.340088,2742.23999,2721.879883,2724.439941,13.22,24834.41016,6893.620117,2733.290039,3326290000
24-05-2018,2713.97998,2733.330078,2709.540039,2733.290039,12.58,24886.81055,6953.629883,2727.76001,3256030000
25-05-2018,2730.939941,2731.969971,2707.379883,2727.76001,12.53,24811.75977,6949.700195,2721.330078,2995260000
29-05-2018,2723.600098,2727.360107,2714.98999,2721.330078,13.22,24753.08984,6960.919922,2689.860107,3736890000
30-05-2018,2705.110107,2710.669922,2676.810059,2689.860107,17.02,24361.44922,6926.540039,2724.01001,3561050000
31-05-2018,2702.429932,2729.340088,2702.429932,2724.01001,14.94,24667.7793,6976.370117,2705.27002,4235370000
01-06-2018,2720.97998,2722.5,2700.679932,2705.27002,15.43,24415.83984,6967.72998,2734.620117,3684130000
04-06-2018,2718.699951,2736.929932,2718.699951,2734.620117,13.46,24635.21094,7083.930176,2746.870117,3376510000
05-06-2018,2741.669922,2749.159912,2740.540039,2746.870117,12.74,24813.68945,7143.569824,2748.800049,3517790000
06-06-2018,2748.459961,2752.610107,2739.51001,2748.800049,12.4,24799.98047,7166.75,2772.350098,3651640000
07-06-2018,2753.25,2772.389893,2748.459961,2772.350098,11.64,25146.39063,7210.080078,2770.370117,3711330000
08-06-2018,2774.840088,2779.899902,2760.159912,2770.370117,12.13,25241.41016,7152.830078,2779.030029,3123210000
11-06-2018,2765.840088,2779.389893,2763.590088,2779.030029,12.18,25316.5293,7152.620117,2782,3232330000
12-06-2018,2780.179932,2790.209961,2780.169922,2782,12.35,25322.31055,7168.47998,2786.850098,3401010000
13-06-2018,2785.600098,2789.800049,2778.780029,2786.850098,12.34,25320.73047,7209.180176,2775.629883,3779230000
14-06-2018,2787.939941,2791.469971,2774.649902,2775.629883,12.94,25201.19922,7205.259766,2782.48999,3526890000
15-06-2018,2783.209961,2789.060059,2776.52002,2782.48999,12.12,25175.31055,7279.589844,2779.659912,5428790000
18-06-2018,2777.780029,2782.810059,2761.72998,2779.659912,11.98,25090.48047,7255.759766,2773.75,3287150000
19-06-2018,2765.790039,2774.98999,2757.120117,2773.75,12.31,24987.4707,7251.410156,2762.590088,3661470000
20-06-2018,2752.01001,2765.050049,2743.189941,2762.590088,13.35,24700.21094,7228.040039,2767.320068,3327600000
21-06-2018,2769.72998,2774.860107,2763.909912,2767.320068,12.79,24657.80078,7280.700195,2749.76001,3300060000
22-06-2018,2769.280029,2769.280029,2744.389893,2749.76001,14.64,24461.69922,7217.490234,2754.879883,5450550000
25-06-2018,2760.790039,2764.169922,2752.679932,2754.879883,13.77,24580.89063,7197.509766,2717.070068,3655080000
26-06-2018,2742.939941,2742.939941,2698.669922,2717.070068,17.33,24252.80078,7038.169922,2723.060059,3555090000
27-06-2018,2722.120117,2732.909912,2715.600098,2723.060059,15.92,24283.10938,7068.200195,2699.629883,3776090000
28-06-2018,2728.449951,2746.090088,2699.379883,2699.629883,17.91,24117.58984,6969.669922,2716.310059,3428140000
29-06-2018,2698.689941,2724.340088,2691.98999,2716.310059,16.85,24216.05078,7031.600098,2718.370117,3565620000
02-07-2018,2727.129883,2743.26001,2718.030029,2718.370117,16.09,24271.41016,7040.799805,2726.709961,3073650000
03-07-2018,2704.949951,2727.26001,2698.949951,2726.709961,15.6,24307.17969,7097.819824,2713.219971,1911470000
05-07-2018,2733.27002,2736.580078,2711.159912,2713.219971,16.139999,24174.82031,7014.549805,2736.610107,2953420000
06-07-2018,2724.189941,2737.830078,2716.02002,2736.610107,14.97,24356.74023,7101.049805,2759.820068,2554780000
09-07-2018,2737.679932,2764.409912,2733.52002,2759.820068,13.37,24456.48047,7207.330078,2784.169922,3050040000
10-07-2018,2775.620117,2784.649902,2770.72998,2784.169922,12.69,24776.58984,7276,2793.840088,3063850000
11-07-2018,2788.560059,2795.580078,2786.23999,2793.840088,12.64,24919.66016,7282.600098,2774.02002,2964740000
12-07-2018,2779.820068,2785.909912,2770.77002,2774.02002,13.63,24700.44922,7243.97998,2798.290039,2821690000
13-07-2018,2783.139893,2799.219971,2781.530029,2798.290039,12.58,24924.89063,7366.25,2801.310059,2614000000
16-07-2018,2796.929932,2804.530029,2791.689941,2801.310059,12.18,25019.41016,7375.819824,2798.429932,2812230000
17-07-2018,2797.360107,2801.189941,2793.389893,2798.429932,12.83,25064.35938,7357.899902,2809.550049,3050730000
18-07-2018,2789.340088,2814.189941,2789.23999,2809.550049,12.06,25119.89063,7403.890137,2815.620117,3089780000
19-07-2018,2811.350098,2816.76001,2805.889893,2815.620117,12.1,25199.28906,7390.129883,2804.48999,3266700000
20-07-2018,2809.370117,2812.050049,2799.77002,2804.48999,12.87,25064.5,7352.359863,2801.830078,3230210000
23-07-2018,2804.550049,2809.699951,2800.01001,2801.830078,12.86,25058.11914,7350.22998,2806.97998,2907430000
24-07-2018,2799.169922,2808.610107,2795.139893,2806.97998,12.62,25044.28906,7371.779785,2820.399902,3417530000
25-07-2018,2820.679932,2829.98999,2811.120117,2820.399902,12.41,25241.93945,7406.25,2846.070068,3553010000
26-07-2018,2817.72998,2848.030029,2817.72998,2846.070068,12.29,25414.09961,7508.589844,2837.439941,3653330000
27-07-2018,2835.48999,2845.570068,2835.26001,2837.439941,12.14,25527.07031,7400.75,2818.820068,3415710000
30-07-2018,2842.350098,2843.169922,2808.340088,2818.820068,13.03,25451.06055,7296.779785,2802.600098,3245770000
31-07-2018,2819,2821.73999,2798.110107,2802.600098,14.26,25306.83008,7193.100098,2816.290039,3892100000
01-08-2018,2809.72998,2824.459961,2808.060059,2816.290039,12.83,25415.18945,7231.97998,2813.360107,3496990000
02-08-2018,2821.169922,2825.830078,2805.850098,2813.360107,13.15,25333.82031,7272.890137,2827.219971,3467380000
03-08-2018,2800.47998,2829.909912,2796.340088,2827.219971,12.19,25326.16016,7372.149902,2840.350098,3030390000
06-08-2018,2829.620117,2840.379883,2827.370117,2840.350098,11.64,25462.58008,7395.490234,2850.399902,2874540000
07-08-2018,2840.290039,2853.290039,2835.97998,2850.399902,11.27,25502.17969,7438.990234,2858.449951,3162770000
08-08-2018,2855.919922,2863.429932,2855.919922,2858.449951,10.93,25628.91016,7462.649902,2857.699951,2972200000
09-08-2018,2856.790039,2862.439941,2853.090088,2857.699951,10.85,25583.75,7469.549805,2853.580078,3047050000
10-08-2018,2857.189941,2862.47998,2851.97998,2853.580078,11.27,25509.23047,7466.959961,2833.280029,3256040000
13-08-2018,2838.899902,2842.199951,2825.810059,2833.280029,13.16,25313.14063,7408.299805,2821.929932,3158450000
14-08-2018,2835.459961,2843.399902,2819.879883,2821.929932,14.78,25187.69922,7401.169922,2839.959961,2976970000
15-08-2018,2827.879883,2843.110107,2826.580078,2839.959961,13.31,25299.91992,7447.169922,2818.370117,3645070000
16-08-2018,2827.949951,2827.949951,2802.48999,2818.370117,14.64,25162.41016,7354.660156,2840.689941,3219880000
17-08-2018,2831.439941,2850.48999,2831.439941,2840.689941,13.45,25558.73047,7374.290039,2850.129883,3024100000
20-08-2018,2838.320068,2855.629883,2833.72998,2850.129883,12.64,25669.32031,7377.540039,2857.050049,2748020000
21-08-2018,2853.929932,2859.76001,2850.620117,2857.050049,12.49,25758.68945,7371.419922,2862.959961,3147140000
22-08-2018,2861.51001,2873.22998,2861.320068,2862.959961,12.86,25822.28906,7397.22998,2861.820068,2689560000
23-08-2018,2860.98999,2867.540039,2856.050049,2861.820068,12.25,25733.59961,7424.600098,2856.97998,2713910000
24-08-2018,2860.290039,2868.780029,2854.030029,2856.97998,12.41,25656.98047,7413.839844,2874.689941,2596190000
27-08-2018,2862.350098,2876.159912,2862.350098,2874.689941,11.99,25790.34961,7485.399902,2896.73999,2854080000
28-08-2018,2884.689941,2898.25,2884.689941,2896.73999,12.16,26049.64063,7559.129883,2897.52002,2683190000
29-08-2018,2901.449951,2903.77002,2893.5,2897.52002,12.5,26064.01953,7570.25,2914.040039,2791860000
30-08-2018,2900.620117,2916.5,2898.399902,2914.040039,12.25,26124.57031,7660.180176,2901.129883,2802180000
31-08-2018,2908.939941,2912.459961,2895.219971,2901.129883,13.53,25986.91992,7642.669922,2901.52002,2880260000
04-09-2018,2898.370117,2906.320068,2891.72998,2901.52002,12.86,25964.82031,7654.549805,2896.719971,3077060000
05-09-2018,2896.959961,2900.179932,2885.129883,2896.719971,13.16,25952.48047,7622.319824,2888.600098,3241250000
06-09-2018,2891.590088,2894.209961,2876.919922,2888.600098,13.91,25974.99023,7523.259766,2878.050049,3139590000
07-09-2018,2888.639893,2892.050049,2867.290039,2878.050049,14.65,25995.86914,7453.169922,2871.679932,2946270000
10-09-2018,2868.26001,2883.810059,2864.120117,2871.679932,14.88,25916.53906,7430.259766,2877.129883,2731400000
11-09-2018,2881.389893,2886.929932,2875.939941,2877.129883,14.16,25857.07031,7447.680176,2887.889893,2899660000
12-09-2018,2871.570068,2892.52002,2866.780029,2887.889893,13.22,25971.06055,7507.870117,2888.919922,3264930000
13-09-2018,2888.290039,2894.649902,2879.199951,2888.919922,13.14,25998.91992,7488.060059,2904.179932,3254930000
14-09-2018,2896.850098,2906.76001,2896.389893,2904.179932,12.37,26145.99023,7561.689941,2904.97998,3149800000
17-09-2018,2906.379883,2908.300049,2895.77002,2904.97998,12.07,26154.66992,7545.5,2888.800049,2947760000
18-09-2018,2903.830078,2904.649902,2886.159912,2888.800049,13.68,26062.11914,7434.72998,2904.310059,3074610000
19-09-2018,2890.73999,2911.169922,2890.429932,2904.310059,12.79,26246.96094,7494.399902,2907.949951,3280020000
20-09-2018,2906.600098,2912.360107,2903.820068,2907.949951,11.75,26405.75977,7490.319824,2930.75,3337730000
21-09-2018,2919.72998,2934.800049,2919.72998,2930.75,11.8,26656.98047,7569.029785,2929.669922,5607610000
24-09-2018,2936.76001,2940.909912,2927.110107,2929.669922,11.68,26743.5,7531.069824,2919.370117,3372210000
25-09-2018,2921.830078,2923.790039,2912.629883,2919.370117,12.2,26562.05078,7548.75,2915.560059,3285480000
26-09-2018,2921.75,2923.949951,2913.699951,2915.560059,12.42,26492.21094,7563.189941,2905.969971,3388620000
27-09-2018,2916.97998,2931.149902,2903.280029,2905.969971,12.89,26385.2793,7563.089844,2914,3060850000
28-09-2018,2911.649902,2927.219971,2909.27002,2914,12.41,26439.92969,7629.569824,2913.97998,3432300000
01-10-2018,2910.030029,2920.530029,2907.5,2913.97998,12.12,26458.31055,7627.649902,2924.590088,3364190000
02-10-2018,2926.290039,2937.060059,2917.909912,2924.590088,12,26651.21094,7645.450195,2923.429932,3401880000
03-10-2018,2923.800049,2931.419922,2919.370117,2923.429932,12.05,26773.93945,7628.279785,2925.51001,3598710000
04-10-2018,2931.689941,2939.860107,2921.360107,2925.51001,11.61,26828.39063,7637.430176,2901.610107,3496860000
05-10-2018,2919.350098,2919.780029,2883.919922,2901.610107,14.22,26627.48047,7490,2885.570068,3328980000
08-10-2018,2902.540039,2909.639893,2869.290039,2885.570068,14.82,26447.05078,7399.009766,2884.429932,3330320000
09-10-2018,2877.530029,2889.449951,2862.080078,2884.429932,15.69,26486.7793,7352.819824,2880.340088,3520500000
10-10-2018,2882.51001,2894.830078,2874.27002,2880.340088,15.95,26430.57031,7371.620117,2785.679932,4501250000
11-10-2018,2873.899902,2874.02002,2784.860107,2785.679932,22.959999,25598.74023,7044.5,2728.370117,4890630000
12-10-2018,2776.870117,2795.139893,2710.51001,2728.370117,24.98,25052.83008,6964.029785,2767.129883,3966040000
15-10-2018,2770.540039,2775.77002,2729.439941,2767.129883,21.309999,25339.99023,7157.209961,2750.790039,3300140000
16-10-2018,2763.830078,2775.98999,2749.030029,2750.790039,21.299999,25250.55078,7068.669922,2809.919922,3428340000
17-10-2018,2767.050049,2813.459961,2766.909912,2809.919922,17.620001,25798.41992,7276.430176,2809.209961,3321710000
18-10-2018,2811.669922,2816.939941,2781.810059,2809.209961,17.4,25706.67969,7278.629883,2768.780029,3616440000
19-10-2018,2802,2806.040039,2755.179932,2768.780029,20.059999,25379.44922,7116.089844,2767.780029,3566490000
22-10-2018,2775.659912,2797.77002,2760.27002,2767.780029,19.889999,25444.33984,7107.22998,2755.879883,3307140000
23-10-2018,2773.939941,2778.939941,2749.219971,2755.879883,19.639999,25317.41016,7141.209961,2740.689941,4348580000
24-10-2018,2721.030029,2753.590088,2691.429932,2740.689941,20.709999,25191.42969,7118.669922,2656.100098,4709310000
25-10-2018,2737.870117,2742.590088,2651.889893,2656.100098,25.23,24583.41992,6789.149902,2705.570068,4634770000
26-10-2018,2674.879883,2722.699951,2667.840088,2705.570068,24.219999,24984.55078,7016.390137,2658.689941,4803150000
29-10-2018,2667.860107,2692.379883,2628.159912,2658.689941,24.16,24688.31055,6852.399902,2641.25,4673700000
30-10-2018,2682.649902,2706.850098,2603.540039,2641.25,24.700001,24442.91992,6713.899902,2682.629883,5106380000
31-10-2018,2640.679932,2685.429932,2635.340088,2682.629883,23.35,24874.64063,6810.120117,2711.73999,5112420000
01-11-2018,2705.600098,2736.689941,2705.600098,2711.73999,21.23,25115.75977,6967.100098,2740.370117,4708420000
02-11-2018,2717.580078,2741.669922,2708.850098,2740.370117,19.34,25380.74023,7069.169922,2723.060059,4237930000
05-11-2018,2745.449951,2756.550049,2700.439941,2723.060059,19.51,25270.83008,6965.290039,2738.310059,3623320000
06-11-2018,2726.370117,2744.27002,2717.939941,2738.310059,19.959999,25461.69922,6937.089844,2755.449951,3510860000
07-11-2018,2738.399902,2756.820068,2737.080078,2755.449951,19.91,25635.00977,6988.850098,2813.889893,3914750000
08-11-2018,2774.129883,2815.149902,2774.129883,2813.889893,16.360001,26180.30078,7203.129883,2806.830078,3630490000
09-11-2018,2806.379883,2814.75,2794.98999,2806.830078,16.719999,26191.2207,7158.589844,2781.01001,4019090000
12-11-2018,2794.100098,2794.100098,2764.23999,2781.01001,17.360001,25989.30078,7039.149902,2726.219971,3670930000
13-11-2018,2773.929932,2775.98999,2722,2726.219971,20.450001,25387.17969,6829.100098,2722.179932,4091440000
14-11-2018,2730.050049,2754.600098,2714.97998,2722.179932,20.02,25286.49023,6830.910156,2701.580078,4402370000
15-11-2018,2737.899902,2746.800049,2685.75,2701.580078,21.25,25080.5,6769.870117,2730.199951,4179140000
16-11-2018,2693.52002,2735.379883,2670.75,2730.199951,19.98,25289.26953,6890.450195,2736.27002,3975180000
19-11-2018,2718.540039,2746.75,2712.159912,2736.27002,18.139999,25413.2207,6867.02002,2690.72998,3772900000
20-11-2018,2730.73999,2733.159912,2681.090088,2690.72998,20.1,25017.43945,6642.919922,2641.889893,4357900000
21-11-2018,2654.600098,2669.439941,2631.52002,2641.889893,22.48,24465.64063,6526.959961,2649.929932,3233550000
23-11-2018,2657.73999,2670.72998,2649.820068,2649.929932,20.799999,24464.68945,6575.660156,2632.560059,1651650000
26-11-2018,2633.360107,2647.550049,2631.090088,2632.560059,21.52,24285.94922,6527.350098,2673.449951,3443950000
27-11-2018,2649.969971,2674.350098,2649.969971,2673.449951,18.9,24640.24023,6678.339844,2682.169922,3485220000
28-11-2018,2663.75,2682.530029,2655.889893,2682.169922,19.02,24748.73047,6701.040039,2743.790039,3951670000
29-11-2018,2691.449951,2744,2684.379883,2743.790039,18.49,25366.42969,6913.330078,2737.800049,3560770000
